Unnamed: 0.1,Unnamed: 0,verdict,statement_originator,statement_x,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity_GPT3_wNV,Fact_assessment_GPT3_wNV,Offensive Assessment,statement_y,Toxicity_GPT4_without_NV,Fact assessment_GPT4_without_NV,statement_z,Toxicity_GPT4_with_NV,Fact assessment_GPT4_with_NV,statement_w_x,Toxicity_GPT3_without_NV_x,Fact assessment_GPT3_without_NV_x,statement_w_y,Toxicity_GPT3_without_NV_y,Fact assessment_GPT3_without_NV_y,Toxicity,Fact assessment,Source Verification,Fact Assessment,Image assessment
703,811,mostly-false,Eric Hovde,"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.""",7/2/2012,news,Dave Umhoefer,7/12/2012,https://www.politifact.com/factchecks/2012/jul/12/eric-hovde/eric-hovde-says-us-has-six-times-more-oil-saudi-ar/,2,False,,,,,"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.""",,False,"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.""",1.0,False,"The United States can immediately tap a domestic energy resource of ""more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.""",1.0,False,1,False,,,
704,11996,pants-fire,Americans for Prosperity,"""A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.""",3/16/2010,advertisement,Robert Farley,3/16/2010,https://www.politifact.com/factchecks/2010/mar/16/americans-prosperity/ad-claims-if-health-reform-bill-passes-government-/,3,False,,,,,"""A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.""",1.0,No verdict,"""A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.""",3.0,false,"""A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.""",3.0,false,2,False,,,
705,20333,false,Facebook posts,"""All communications to families from the US Navy have been halted.""",1/21/2022,social_media,Gabrielle Settles,1/25/2022,https://www.politifact.com/factchecks/2022/jan/25/facebook-posts/claim-us-navy-halted-all-communication-between-sai/,1,'false',,,,,"""All communications to families from the US Navy have been halted.""",1.0,No verdict,"""All communications to families from the US Navy have been halted.""",1.0,false,"""All communications to families from the US Navy have been halted.""",1.0,false,1,False,,,
706,6714,half-true,Veronica Escobar,"Says El Paso is the ""safest city of our size in the nation.""",5/22/2013,news,W. Gardner Selby,5/30/2013,https://www.politifact.com/factchecks/2013/may/30/veronica-escobar/el-paso-leader-says-el-paso-safest-city-its-size-c/,1,'false',,,,,"Says El Paso is the ""safest city of our size in the nation.""",1.0,no verdict,"Says El Paso is the ""safest city of our size in the nation.""",2.0,'false',"Says El Paso is the ""safest city of our size in the nation.""",2.0,'false',1,False,,,
707,4139,pants-fire,Bob Good,"Ketanji Brown Jackson ""believes in abortion on demand up to the moment of birth.""",3/22/2022,radio,Warren Fiske,3/29/2022,https://www.politifact.com/factchecks/2022/mar/29/bob-good/bob-good-invents-position-ketanji-brown-jackson-la/,3,False,,,,,"Ketanji Brown Jackson ""believes in abortion on demand up to the moment of birth.""",1.0,False,"Ketanji Brown Jackson ""believes in abortion on demand up to the moment of birth.""",2.0,False,"Ketanji Brown Jackson ""believes in abortion on demand up to the moment of birth.""",2.0,False,1,False,,,
708,20360,pants-fire,Liberal Blogger,"Says a Republican U.S. House member from Texas, Rob McCaskill, tweeted that he ""can’t wait for the next 9/11.""",2/11/2017,blog,W. Gardner Selby,2/15/2017,https://www.politifact.com/factchecks/2017/feb/15/liberal-blogger/fake-news-texas-congressman-pecos-wishes-another-9/,10,'true',,,,,"Says a Republican U.S. House member from Texas, Rob McCaskill, tweeted that he ""can’t wait for the next 9/11.""",1.0,false,"Says a Republican U.S. House member from Texas, Rob McCaskill, tweeted that he ""can’t wait for the next 9/11.""",10.0,False,"Says a Republican U.S. House member from Texas, Rob McCaskill, tweeted that he ""can’t wait for the next 9/11.""",10.0,False,10,False,,,
709,12764,half-true,Richard Corcoran,"Says small businesses ""make up 98.9 percent of all businesses in the state and employ nearly half of the state's private sector workforce"" and ""almost never receive a penny of government money.""",4/3/2017,news,Allison Graves,4/11/2017,https://www.politifact.com/factchecks/2017/apr/11/richard-corcoran/are-small-businesses-getting-gypped-incentives/,2,'true',,,,,"Says small businesses ""make up 98.9 percent of all businesses in the state and employ nearly half of the state's private sector workforce"" and ""almost never receive a penny of government money.""",1.0,No verdict,"Says small businesses ""make up 98.9 percent of all businesses in the state and employ nearly half of the state's private sector workforce"" and ""almost never receive a penny of government money.""",1.0,True,"Says small businesses ""make up 98.9 percent of all businesses in the state and employ nearly half of the state's private sector workforce"" and ""almost never receive a penny of government money.""",1.0,True,1,'false',,,
710,8214,half-true,Chris Christie,"Says ""we’ve accomplished balancing two budgets without raising taxes. We’ve now created 60,000 new private-sector jobs. We’ve made government smaller.""",1/17/2012,social_media,Erin O'Neill,1/17/2012,https://www.politifact.com/factchecks/2012/jan/17/chris-christie/chris-christie-touts-accomplishments-video-preview/,1,'no verdict',,,,,"Says ""we’ve accomplished balancing two budgets without raising taxes. We’ve now created 60,000 new private-sector jobs. We’ve made government smaller.""",1.0,no verdict,"Says ""we’ve accomplished balancing two budgets without raising taxes. We’ve now created 60,000 new private-sector jobs. We’ve made government smaller.""",1.0,True,"Says ""we’ve accomplished balancing two budgets without raising taxes. We’ve now created 60,000 new private-sector jobs. We’ve made government smaller.""",1.0,True,1,Unverifiable,,,
711,3809,mostly-false,Tim Kaine,"""Even Richard Nixon released his tax returns to the public when he was running for president ...""",8/13/2016,speech,Sean Gorman,8/22/2016,https://www.politifact.com/factchecks/2016/aug/22/tim-kaine/tim-kaine-wrongly-says-richard-nixon-released-tax-/,1,'true',,,,,"""Even Richard Nixon released his tax returns to the public when he was running for president ...""",1.0,False,"""Even Richard Nixon released his tax returns to the public when he was running for president ...""",,True,"""Even Richard Nixon released his tax returns to the public when he was running for president ...""",,True,1,True,,,
712,14293,false,Rick Scott,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""",9/27/2016,social_media,Joshua Gillin,9/29/2016,https://www.politifact.com/factchecks/2016/sep/29/rick-scott/clinton-wants-admit-thousands-refugees-no-vetting-/,3,False,,,,,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""",1.0,False,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""",3.0,False,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""",3.0,False,1,False,,,
713,6256,false,Viral image,"Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there ""urging him to stick to the proven Democratic Play book.""",1/10/2021,social_media,Ciara O'Rourke,1/11/2021,https://www.politifact.com/factchecks/2021/jan/11/viral-image/no-nancy-pelosi-didnt-send-letter-ted-wheeler/,1,False,,,,,"Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there ""urging him to stick to the proven Democratic Play book.""",1.0,No verdict,"Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there ""urging him to stick to the proven Democratic Play book.""",2.0,False,"Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there ""urging him to stick to the proven Democratic Play book.""",2.0,False,1,False,,,
714,1675,mostly-false,Ron Johnson,"Says Democratic challenger Russ Feingold ""was the deciding vote on Obamacare.""",5/19/2015,news,Tom Kertscher,5/27/2015,https://www.politifact.com/factchecks/2015/may/27/ron-johnson/russ-feingold-cast-deciding-vote-pave-way-obamacar/,1,'false',,,,,"Says Democratic challenger Russ Feingold ""was the deciding vote on Obamacare.""",,False,"Says Democratic challenger Russ Feingold ""was the deciding vote on Obamacare.""",2.0,False,"Says Democratic challenger Russ Feingold ""was the deciding vote on Obamacare.""",2.0,False,1,False,,,
715,3403,false,Charlie Kirk,"Says ""EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.""",2/2/2020,social_media,Daniel Funke,2/3/2020,https://www.politifact.com/factchecks/2020/feb/03/charlie-kirk/conservative-organizations-are-spreading-misinform/,2,True,,,,,"Says ""EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.""",,false,"Says ""EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.""",2.0,true,"Says ""EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.""",2.0,true,1,False,,,
716,2238,mostly-false,John McCain,"""Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' """,9/15/2008,news,Robert Farley,9/23/2008,https://www.politifact.com/factchecks/2008/sep/23/john-mccain/turning-the-tables-on-obama/,2,False,,,,,"""Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' """,1.0,False,"""Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' """,1.0,false,"""Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' """,1.0,false,1,False,,,
717,17933,false,Glenn Beck,"""Mitt Romney ... gave you government health care that is now bankrupting the state"" of Massachusetts.",11/2/2009,blog,Catharine Richert,11/10/2009,https://www.politifact.com/factchecks/2009/nov/10/glenn-beck/beck-claims-universal-health-care-driving-massachu/,2,'false',,,,,"""Mitt Romney ... gave you government health care that is now bankrupting the state"" of Massachusetts.",1.0,False,"""Mitt Romney ... gave you government health care that is now bankrupting the state"" of Massachusetts.",2.0,true,"""Mitt Romney ... gave you government health care that is now bankrupting the state"" of Massachusetts.",2.0,true,2,false,,,
718,16601,half-true,Maurice Ferre,"""I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.""",7/1/2010,speech,Trenton Daniel,7/23/2010,https://www.politifact.com/factchecks/2010/jul/23/maurice-ferre/ferre-half-true-chinas-rise-energy-leader/,1,'true',,,,,"""I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.""",1.0,no verdict,"""I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.""",1.0,true,"""I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.""",1.0,true,3,True,,,
719,18562,pants-fire,PuppetStringNews.com,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead""",2/11/2018,news,Mica Soellner,2/14/2018,https://www.politifact.com/factchecks/2018/feb/14/puppetstringnewscom/fake-news-claims-two-russian-officials-dead-plane-/,1,No verdict,,,,,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead""",1.0,No verdict,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead""",1.0,false,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead""",1.0,false,1,False,,,
720,13114,false,Bobby Scott,"""Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.""",7/12/2021,social_media,Warren Fiske,7/22/2021,https://www.politifact.com/factchecks/2021/jul/22/bobby-scott/scott-falsely-accuses-gop-defunding-police/,3,False,,,,,"""Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.""",1.0,False,"""Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.""",7.0,False,"""Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.""",7.0,False,1,False,,,
721,19403,false,Facebook posts,"""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""",3/22/2020,social_media,Ciara O'Rourke,3/23/2020,https://www.politifact.com/factchecks/2020/mar/23/facebook-posts/no-your-census-response-wont-affect-whether-you-ge/,1,'true',,,,,"""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""",1.0,False,"""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""",1.0,true,"""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""",1.0,true,1,false,,,
